

IAD | MIA | AA | 0 | 06:00 | 09:30 | 250.00
PTY | DCA | AA | 1 (MIA) | 08:00 | 13:45 | 542.50
PTY | DCA | UA | 2 (FLL, EWR) | 09:30 | 16:15 | 625.00
PTY | DCA | DL | 0 | 10:00 | 14:30 | 480.00
PTY | DCA | AV | 1 (BOG) | 11:45 | 17:00 | 510.00
PTY | DCA | CM | 0 | 12:30 | 16:45 | 450.00
PTY | DCA | B6 | 1 (FLL) | 13:15 | 18:00 | 520.00
PTY | DCA | WN | 2 (FLL, BWI) | 14:00 | 19:30 | 590.00
PTY | DCA | NK | 1 (FLL) | 15:45 | 20:45 | 550.00


Here are the 16 flight plans:

DCA | CDG | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
DCA | CDG | Air France | 1 stop (AMS) | 10:30 | 20:15 | 720.00
DCA | CDG | Lufthansa | 1 stop (FRA) | 12:45 | 22:20 | 780.00
DCA | CDG | Delta Air Lines | Non-stop | 14:15 | 00:45 | 900.00
DCA | CDG | United Airlines | 1 stop (EWR) | 16:00 | 02:30 | 840.00
DCA | CDG | KLM Royal Dutch | 1 stop (AMS) | 18:30 | 04:15 | 760.00
DCA | CDG | British Airways | 1 stop (LHR) | 20:45 | 06:20 | 820.00
DCA | CDG | Swiss International | 1 stop (ZRH) | 22:15 | 08:00 | 800.00
CDG | DCA | Air France | Non-stop | 09:00 | 11:30 | 950.00
CDG | DCA | American Airlines | 1 stop (PHL) | 11:30 | 14:15 | 870.00
CDG | DCA | Lufthansa | 1 stop (FRA) | 13:45 | 16:30 | 920.00
CDG | DCA | Delta Air Lines | Non-stop | 15:15 | 18:00 | 980.00
CDG | DCA | United Airlines | 1 stop (EWR) | 17:00 | 20:30 | 890.00
CDG | DCA | KLM Royal Dutch | 1 stop (AMS) | 19:30 | 22:15 | 860.00
CDG | DCA | British Airways | 1 stop (LHR) | 21:45 | 00:20 | 910.00
CDG | DCA | Swiss International | 1 stop (ZRH) | 23:15 | 02:00 | 880.00


Here are the 16 flight plans:

DCA | HKT | AA | 1 (NRT) | 08:00 | 21:35 | 850.00
DCA | HKT | JL | 2 (NRT, KIX) | 09:15 | 22:50 | 1100.00
DCA | HKT | UA | 1 (HND) | 10:30 | 23:10 | 900.00
DCA | HKT | CX | 0 | 11:45 | 19:20 | 1200.00
DCA | HKT | SQ | 1 (SIN) | 12:00 | 20:40 | 1000.00
DCA | HKT | TG | 1 (BKK) | 13:15 | 21:50 | 950.00
DCA | HKT | KE | 1 (ICN) | 14:30 | 22:15 | 1050.00
DCA | HKT | OZ | 1 (ICN) | 15:45 | 23:00 | 1020.00
HKT | DCA | AA | 1 (NRT) | 08:00 | 20:35 | 830.00
HKT | DCA | JL | 2 (KIX, NRT) | 09:15 | 21:50 | 1080.00
HKT | DCA | UA | 1 (HND) | 10:30 | 22:10 | 870.00
HKT | DCA | CX | 0 | 11:45 | 18:20 | 1180.00
HKT | DCA | SQ | 1 (SIN) | 12:00 | 19:40 | 980.00
HKT | DCA | TG | 1 (BKK) | 13:15 | 20:50 | 920.00
HKT | DCA | KE | 1 (ICN) | 14:30 | 21:15 | 1040.00
HKT | DCA | OZ | 1 (ICN) | 15:45 | 22:00 | 1010.00


Here are the 16 flight plans:

DCA | PRG | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
DCA | PRG | UA | 2 (EWR, FRA) | 10:30 | 21:45 | 1200.00
DCA | PRG | DL | 0 | 12:00 | 16:30 | 900.00
DCA | PRG | LH | 1 (FRA) | 14:30 | 20:00 | 1000.00
DCA | PRG | KL | 2 (AMS, CDG) | 16:00 | 23:59 | 1300.00
DCA | PRG | BA | 1 (LHR) | 18:00 | 22:30 | 1100.00
DCA | PRG | AF | 2 (CDG, AMS) | 20:00 | 01:30 | 1400.00
DCA | PRG | CS | 0 | 22:00 | 02:30 | 950.00
PRG | DCA | AA | 1 (LHR) | 08:00 | 14:30 | 850.00
PRG | DCA | UA | 2 (FRA, EWR) | 10:30 | 18:45 | 1200.00
PRG | DCA | DL | 0 | 12:00 | 16:30 | 900.00
PRG | DCA | LH | 1 (FRA) | 14:30 | 18:00 | 1000.00
PRG | DCA | KL | 2 (CDG, AMS) | 16:00 | 21:59 | 1300.00
PRG | DCA | BA | 1 (LHR) | 18:00 | 20:30 | 1100.00
PRG | DCA | AF | 2 (AMS, CDG) | 20:00 | 23:30 | 1400.00
PRG | DCA | CS | 0 | 22:00 | 00:30 | 950.00


Here are the 16 flight plans:

DCA | KEF | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
DCA | KEF | UA | 2 (EWR, FRA) | 10:00 | 21:45 | 1100.00
DCA | KEF | DL | 0 | 12:00 | 20:30 | 900.00
DCA | KEF | BA | 1 (LHR) | 14:00 | 22:15 | 1000.00
DCA | KEF | LH | 2 (FRA, OSB) | 16:00 | 00:45 | 1250.00
DCA | KEF | AF | 1 (CDG) | 18:00 | 02:30 | 1050.00
DCA | KEF | KL | 2 (AMS, OSB) | 20:00 | 04:15 | 1300.00
DCA | KEF | IB | 1 (MAD) | 22:00 | 06:45 | 1150.00

KEF | DCA | AA | 1 (LHR) | 08:00 | 14:30 | 800.00
KEF | DCA | UA | 2 (FRA, EWR) | 10:00 | 18:45 | 1050.00
KEF | DCA | DL | 0 | 12:00 | 18:30 | 850.00
KEF | DCA | BA | 1 (LHR) | 14:00 | 20:15 | 950.00
KEF | DCA | LH | 2 (OSB, FRA) | 16:00 | 22:45 | 1200.00
KEF | DCA | AF | 1 (CDG) | 18:00 | 00:30 | 1000.00
KEF | DCA | KL | 2 (OSB, AMS) | 20:00 | 02:15 | 1250.00
KEF | DCA | IB | 1 (MAD) | 22:00 | 04:45 | 1100.00


Here are the 16 flight plans:

DCA | GIG | AA | 1 (MIA) | 08:00 | 18:30 | 850.00
DCA | GIG | UA | 2 (EWR, GRU) | 10:30 | 22:15 | 1100.00
DCA | GIG | DL | 0 | 12:45 | 21:00 | 900.00
DCA | GIG | AV | 1 (BOG) | 14:15 | 23:45 | 1000.00
DCA | GIG | LATAM | 2 (LIM, SCL) | 06:00 | 19:30 | 1200.00
DCA | GIG | AZ | 1 (FRA) | 16:30 | 02:15 | 1300.00
DCA | GIG | TK | 2 (IST, GRU) | 18:45 | 05:00 | 1400.00
DCA | GIG | QR | 1 (DOH) | 20:15 | 06:45 | 1500.00
GIG | DCA | AA | 1 (MIA) | 09:30 | 19:00 | 850.00
GIG | DCA | UA | 2 (GRU, EWR) | 11:45 | 22:30 | 1100.00
GIG | DCA | DL | 0 | 14:00 | 21:30 | 900.00
GIG | DCA | AV | 1 (BOG) | 16:15 | 23:50 | 1000.00
GIG | DCA | LATAM | 2 (SCL, LIM) | 07:30 | 20:00 | 1200.00
GIG | DCA | AZ | 1 (FRA) | 19:00 | 04:30 | 1300.00
GIG | DCA | TK | 2 (GRU, IST) | 21:30 | 07:00 | 1400.00
GIG | DCA | QR | 1 (DOH) | 23:45 | 09:15 | 1500.00


Here are the 16 flight plans:

DCA | FCO | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
DCA | FCO | Lufthansa | 1 (FRA) | 10:30 | 20:45 | 920.00
DCA | FCO | Delta Air Lines | Non-stop | 12:00 | 22:15 | 900.00
DCA | FCO | United Airlines | 1 (EWR) | 14:00 | 00:30 | 950.00
DCA | FCO | Alitalia | Non-stop | 16:00 | 02:15 | 880.00
DCA | FCO | British Airways | 1 (LHR) | 18:00 | 04:30 | 980.00
DCA | FCO | Air France | 1 (CDG) | 20:00 | 06:45 | 1020.00
DCA | FCO | KLM Royal Dutch | 1 (AMS) | 22:00 | 08:15 | 1050.00
FCO | DCA | American Airlines | Non-stop | 09:00 | 12:30 | 800.00
FCO | DCA | Lufthansa | 1 (FRA) | 11:30 | 15:45 | 870.00
FCO | DCA | Delta Air Lines | Non-stop | 13:30 | 17:45 | 850.00
FCO | DCA | United Airlines | 1 (EWR) | 15:30 | 19:45 | 890.00
FCO | DCA | Alitalia | Non-stop | 17:30 | 21:45 | 830.00
FCO | DCA | British Airways | 1 (LHR) | 19:30 | 23:45 | 930.00
FCO | DCA | Air France | 1 (CDG) | 21:30 | 02:15 | 970.00
FCO | DCA | KLM Royal Dutch | 1 (AMS) | 23:30 | 04:45 | 1000.00


Here are the 16 flight plans:

DCA | SCL | LATAM | 1 (MIA) | 08:00 | 22:30 | 849.00
DCA | SCL | American | 2 (MIA, LIM) | 10:00 | 01:30 | 1199.00
DCA | SCL | Avianca | 1 (BOG) | 12:00 | 02:30 | 1099.00
DCA | SCL | Delta | 2 (ATL, GRU) | 14:00 | 04:30 | 1399.00
DCA | SCL | Copa | 1 (PTY) | 16:00 | 05:30 | 999.00
DCA | SCL | United | 2 (EWR, GRU) | 18:00 | 07:30 | 1299.00
DCA | SCL | LATAM | 1 (FLL) | 20:00 | 09:30 | 899.00
DCA | SCL | Aeromexico | 2 (MEX, LIM) | 22:00 | 11:30 | 1499.00
SCL | DCA | LATAM | 1 (MIA) | 08:00 | 22:30 | 849.00
SCL | DCA | American | 2 (LIM, MIA) | 10:00 | 01:30 | 1199.00
SCL | DCA | Avianca | 1 (BOG) | 12:00 | 02:30 | 1099.00
SCL | DCA | Delta | 2 (GRU, ATL) | 14:00 | 04:30 | 1399.00
SCL | DCA | Copa | 1 (PTY) | 16:00 | 05:30 | 999.00
SCL | DCA | United | 2 (GRU, EWR) | 18:00 | 07:30 | 1299.00
SCL | DCA | LATAM | 1 (FLL) | 20:00 | 09:30 | 899.00
SCL | DCA | Aeromexico | 2 (LIM, MEX) | 22:00 | 11:30 | 1499.00


Here are the 16 flight plans:

DCA | ICN | Korean Air | 1 (NRT) | 13:30 | 16:45 | 850.00
DCA | ICN | Japan Airlines | 2 (JFK, NRT) | 08:15 | 21:10 | 1050.00
DCA | ICN | Asiana Airlines | 0 | 19:00 | 21:30 | 700.00
DCA | ICN | Delta Air Lines | 1 (ATL) | 10:45 | 14:50 | 950.00
DCA | ICN | American Airlines | 2 (ORD, NRT) | 09:00 | 22:35 | 1150.00
DCA | ICN | China Eastern | 1 (PVG) | 14:30 | 18:15 | 800.00
DCA | ICN | United Airlines | 1 (SFO) | 11:15 | 15:40 | 900.00
DCA | ICN | Air China | 1 (PEK) | 16:00 | 20:25 | 750.00

ICN | DCA | Korean Air | 1 (NRT) | 11:30 | 10:45 | 850.00
ICN | DCA | Japan Airlines | 2 (NRT, JFK) | 14:15 | 13:10 | 1050.00
ICN | DCA | Asiana Airlines | 0 | 22:00 | 21:30 | 700.00
ICN | DCA | Delta Air Lines | 1 (ATL) | 17:45 | 14:50 | 950.00
ICN | DCA | American Airlines | 2 (NRT, ORD) | 16:00 | 22:35 | 1150.00
ICN | DCA | China Eastern | 1 (PVG) | 19:30 | 18:15 | 800.00
ICN | DCA | United Airlines | 1 (SFO) | 20:15 | 15:40 | 900.00
ICN | DCA | Air China | 1 (PEK) | 23:00 | 20:25 | 750.00


Here are the 16 flight plans:

DCA | PVG | UA | 1 (NRT) | 08:00 | 22:30 | 850.00
DCA | PVG | AA | 2 (ORD, HKG) | 10:00 | 01:30 | 1200.00
DCA | PVG | DL | 1 (LAX) | 12:00 | 05:30 | 900.00
DCA | PVG | CX | 1 (HKG) | 14:00 | 07:30 | 1000.00
DCA | PVG | JL | 2 (BOS, NRT) | 16:00 | 09:30 | 1300.00
DCA | PVG | KE | 1 (ICN) | 18:00 | 11:30 | 1100.00
DCA | PVG | OZ | 2 (IAD, ICN) | 20:00 | 13:30 | 1400.00
DCA | PVG | HU | 1 (PEK) | 22:00 | 15:30 | 1050.00
PVG | DCA | UA | 1 (NRT) | 08:00 | 20:30 | 850.00
PVG | DCA | AA | 2 (HKG, ORD) | 10:00 | 23:30 | 1200.00
PVG | DCA | DL | 1 (LAX) | 12:00 | 04:30 | 900.00
PVG | DCA | CX | 1 (HKG) | 14:00 | 06:30 | 1000.00
PVG | DCA | JL | 2 (NRT, BOS) | 16:00 | 09:30 | 1300.00
PVG | DCA | KE | 1 (ICN) | 18:00 | 11:30 | 1100.00
PVG | DCA | OZ | 2 (ICN, IAD) | 20:00 | 13:30 | 1400.00
PVG | DCA | HU | 1 (PEK) | 22:00 | 15:30 | 1050.00


Here are the 16 flight plans:

DCA | SIN | UA | 1 (NRT) | 08:00 | 07:30 | 850.00
DCA | SIN | SQ | 1 (LAX) | 10:00 | 09:30 | 950.00
DCA | SIN | AA | 2 (ORD, HKG) | 12:00 | 11:30 | 1200.00
DCA | SIN | CX | 1 (HKG) | 14:00 | 13:30 | 1000.00
DCA | SIN | JL | 1 (NRT) | 16:00 | 15:30 | 900.00
DCA | SIN | BR | 2 (EWR, TPE) | 18:00 | 17:30 | 1300.00
DCA | SIN | KE | 1 (ICN) | 20:00 | 19:30 | 1100.00
DCA | SIN | OZ | 2 (ATL, ICN) | 22:00 | 21:30 | 1400.00
SIN | DCA | UA | 1 (NRT) | 01:00 | 02:30 | 900.00
SIN | DCA | SQ | 1 (LAX) | 03:00 | 04:30 | 1050.00
SIN | DCA | AA | 2 (HKG, ORD) | 05:00 | 06:30 | 1250.00
SIN | DCA | CX | 1 (HKG) | 07:00 | 08:30 | 950.00
SIN | DCA | JL | 1 (NRT) | 09:00 | 10:30 | 850.00
SIN | DCA | BR | 2 (TPE, EWR) | 11:00 | 12:30 | 1350.00
SIN | DCA | KE | 1 (ICN) | 13:00 | 14:30 | 1000.00
SIN | DCA | OZ | 2 (ICN, ATL) | 15:00 | 16:30 | 1450.00


Here are the 16 flight plans:

DCA | SPU | AA | 0 | 08:00 | 11:30 | 450.00
DCA | SPU | UA | 1 (ORD) | 09:15 | 14:45 | 520.00
DCA | SPU | DL | 0 | 10:30 | 14:00 | 480.00
DCA | SPU | WN | 1 (BWI) | 11:45 | 16:15 | 550.00
DCA | SPU | AS | 0 | 13:00 | 16:30 | 500.00
DCA | SPU | B6 | 1 (JFK) | 14:15 | 19:45 | 580.00
DCA | SPU | F9 | 0 | 15:30 | 18:55 | 530.00
DCA | SPU | NK | 1 (EWR) | 16:45 | 21:15 | 610.00
SPU | DCA | AA | 0 | 08:00 | 11:30 | 420.00
SPU | DCA | UA | 1 (IAD) | 09:15 | 14:45 | 490.00
SPU | DCA | DL | 0 | 10:30 | 14:00 | 450.00
SPU | DCA | WN | 1 (CLT) | 11:45 | 16:15 | 510.00
SPU | DCA | AS | 0 | 13:00 | 16:30 | 470.00
SPU | DCA | B6 | 1 (MIA) | 14:15 | 19:45 | 540.00
SPU | DCA | F9 | 0 | 15:30 | 18:55 | 500.00
SPU | DCA | NK | 1 (PIT) | 16:45 | 21:15 | 570.00


Here are the 16 flight plans:

DCA | ARN | SAS | 1 (LHR) | 08:00 | 18:30 | 450.00
DCA | ARN | AA | 2 (ORD, FRA) | 10:00 | 20:15 | 520.00
DCA | ARN | UA | 1 (EWR) | 12:00 | 22:00 | 480.00
DCA | ARN | LH | 2 (FRA, CPH) | 14:00 | 23:45 | 550.00
DCA | ARN | DL | 1 (AMS) | 16:00 | 01:30 | 500.00
DCA | ARN | BA | 2 (LHR, OSL) | 18:00 | 02:15 | 580.00
DCA | ARN | KL | 1 (AMS) | 20:00 | 03:30 | 530.00
DCA | ARN | SK | 2 (CPH, OSL) | 22:00 | 05:15 | 610.00

ARN | DCA | SAS | 1 (LHR) | 09:00 | 19:30 | 420.00
ARN | DCA | AA | 2 (FRA, ORD) | 11:00 | 21:15 | 490.00
ARN | DCA | UA | 1 (EWR) | 13:00 | 23:00 | 450.00
ARN | DCA | LH | 2 (CPH, FRA) | 15:00 | 00:45 | 520.00
ARN | DCA | DL | 1 (AMS) | 17:00 | 02:30 | 470.00
ARN | DCA | BA | 2 (OSL, LHR) | 19:00 | 04:15 | 540.00
ARN | DCA | KL | 1 (AMS) | 21:00 | 05:30 | 500.00
ARN | DCA | SK | 2 (OSL, CPH) | 23:00 | 07:15 | 570.00


Here are the 16 flight plans:

DCA | SYD | Qantas | 1 (LAX) | 08:00 | 06:00 | 1050.00
DCA | SYD | American | 2 (ORD, NRT) | 10:00 | 09:00 | 1200.00
DCA | SYD | Delta | 1 (ATL) | 12:00 | 10:00 | 1100.00
DCA | SYD | United | 2 (SFO, HKG) | 14:00 | 12:00 | 1300.00
DCA | SYD | Virgin | 1 (LHR) | 16:00 | 14:00 | 1250.00
DCA | SYD | Emirates | 2 (DXB, PER) | 18:00 | 16:00 | 1400.00
DCA | SYD | Singapore | 1 (SIN) | 20:00 | 18:00 | 1350.00
DCA | SYD | Air New Zealand | 2 (AKL, MEL) | 22:00 | 20:00 | 1450.00

SYD | DCA | Qantas | 1 (LAX) | 06:00 | 20:00 | 1050.00
SYD | DCA | American | 2 (NRT, ORD) | 08:00 | 22:00 | 1200.00
SYD | DCA | Delta | 1 (ATL) | 10:00 | 00:00 | 1100.00
SYD | DCA | United | 2 (HKG, SFO) | 12:00 | 02:00 | 1300.00
SYD | DCA | Virgin | 1 (LHR) | 14:00 | 04:00 | 1250.00
SYD | DCA | Emirates | 2 (PER, DXB) | 16:00 | 06:00 | 1400.00
SYD | DCA | Singapore | 1 (SIN) | 18:00 | 08:00 | 1350.00
SYD | DCA | Air New Zealand | 2 (MEL, AKL) | 20:00 | 10:00 | 1450.00


Here are the 16 flight plans:

DCA | NRT | ANA | 1 (ORD) | 08:00 | 22:30 | 850.00
DCA | NRT | JAL | 0 | 10:00 | 23:45 | 1200.00
DCA | NRT | UA | 1 (SFO) | 12:00 | 01:15 | 950.00
DCA | NRT | AA | 2 (DFW, HNL) | 14:00 | 04:00 | 1100.00
DCA | NRT | DL | 1 (ATL) | 16:00 | 03:30 | 1000.00
DCA | NRT | JL | 0 | 18:00 | 06:00 | 1300.00
DCA | NRT | NH | 1 (LAX) | 20:00 | 07:30 | 1050.00
DCA | NRT | CX | 1 (HKG) | 22:00 | 09:00 | 1250.00
NRT | DCA | ANA | 1 (ORD) | 09:00 | 19:30 | 900.00
NRT | DCA | JAL | 0 | 11:00 | 22:45 | 1150.00
NRT | DCA | UA | 1 (SFO) | 13:00 | 00:15 | 1000.00
NRT | DCA | AA | 2 (HNL, DFW) | 15:00 | 03:00 | 1050.00
NRT | DCA | DL | 1 (ATL) | 17:00 | 02:30 | 950.00
NRT | DCA | JL | 0 | 19:00 | 05:00 | 1200.00
NRT | DCA | NH | 1 (LAX) | 21:00 | 06:30 | 1100.00
NRT | DCA | CX | 1 (HKG) | 23:00 | 08:00 | 1250.00


Here are the 16 flight plans:

DCA | HND | ANA | 1 (NRT) | 08:00 | 21:35 | 850.00
DCA | HND | JAL | 1 (ORD) | 09:30 | 22:50 | 920.00
DCA | HND | UA | 2 (EWR, NRT) | 10:00 | 23:20 | 1050.00
DCA | HND | AA | 1 (DFW) | 11:15 | 00:30 | 980.00
DCA | HND | DL | 1 (ATL) | 12:00 | 01:10 | 950.00
DCA | HND | KE | 1 (ICN) | 13:30 | 02:45 | 1000.00
DCA | HND | CX | 1 (HKG) | 14:45 | 03:55 | 1100.00
DCA | HND | SQ | 1 (SIN) | 16:00 | 05:10 | 1200.00
HND | DCA | ANA | 1 (NRT) | 09:00 | 20:35 | 800.00
HND | DCA | JAL | 1 (ORD) | 10:30 | 22:50 | 900.00
HND | DCA | UA | 2 (NRT, EWR) | 11:00 | 23:20 | 1000.00
HND | DCA | AA | 1 (DFW) | 12:15 | 00:30 | 950.00
HND | DCA | DL | 1 (ATL) | 13:00 | 01:10 | 920.00
HND | DCA | KE | 1 (ICN) | 14:30 | 02:45 | 980.00
HND | DCA | CX | 1 (HKG) | 15:45 | 03:55 | 1050.00
HND | DCA | SQ | 1 (SIN) | 17:00 | 05:10 | 1150.00
HND | DCA | NH | 0 | 18:00 | 06:30 | 850.00


DCA | YYZ | American Airlines | Non-stop | 06:00 | 08:15 | 320.00
DCA | YYZ | Delta Air Lines | 1 stop (BOS) | 07:30 | 11:45 | 450.00
DCA | YYZ | United Airlines | Non-stop | 09:00 | 11:20 | 380.00
DCA | YYZ | Air Canada | Non-stop | 10:30 | 12:50 | 420.00
DCA | YYZ | JetBlue Airways | 1 stop (JFK) | 12:00 | 16:25 | 510.00
DCA | YYZ | Spirit Airlines | 1 stop (ORD) | 13:30 | 18:45 | 480.00
DCA | YYZ | WestJet | Non-stop | 15:00 | 17:20 | 400.00
DCA | YYZ | Porter Airlines | 1 stop (EWR) | 16:30 | 20:45 | 530.00
YYZ | DCA | American Airlines | Non-stop | 06:00 | 07:35 | 350.00
YYZ | DCA | Delta Air Lines | 1 stop (PIT) | 07:30 | 11:15 | 490.00
YYZ | DCA | United Airlines | Non-stop | 09:00 | 10:35 | 410.00
YYZ | DCA | Air Canada | Non-stop | 10:30 | 12:05 | 460.00
YYZ | DCA | JetBlue Airways | 1 stop (BWI) | 12:00 | 15:40 | 520.00
YYZ | DCA | Spirit Airlines | 1 stop (CLE) | 13:30 | 17:10 | 500.00
YYZ | DCA | WestJet | Non-stop | 15:00 | 16:35 | 440.00
YYZ | DCA | Porter Airlines | 1 stop (LGA) | 16:30 | 20:10 | 550.00


Here are the 16 flight plans:

DCA | YVR | American Airlines | 1 (ORD) | 08:00 | 11:35 | 450.00
DCA | YVR | Delta Air Lines | 1 (ATL) | 09:30 | 13:05 | 520.00
DCA | YVR | United Airlines | 1 (SFO) | 10:15 | 13:50 | 480.00
DCA | YVR | Alaska Airlines | 1 (SEA) | 11:00 | 14:35 | 500.00
DCA | YVR | JetBlue Airways | 1 (LAX) | 12:00 | 15:35 | 460.00
DCA | YVR | Spirit Airlines | 2 (DFW, SFO) | 13:30 | 18:10 | 380.00
DCA | YVR | Frontier Airlines | 1 (DEN) | 14:15 | 17:50 | 420.00
DCA | YVR | Southwest Airlines | 1 (PHX) | 15:00 | 18:35 | 440.00

YVR | DCA | Air Canada | 1 (YYZ) | 08:30 | 16:10 | 550.00
YVR | DCA | WestJet | 1 (YYC) | 09:15 | 17:00 | 480.00
YVR | DCA | American Airlines | 1 (PHX) | 10:00 | 18:40 | 500.00
YVR | DCA | Delta Air Lines | 1 (ATL) | 11:30 | 20:10 | 520.00
YVR | DCA | United Airlines | 1 (SFO) | 12:15 | 21:00 | 490.00
YVR | DCA | Alaska Airlines | 1 (SEA) | 13:00 | 21:45 | 510.00
YVR | DCA | JetBlue Airways | 2 (LAX, ORD) | 14:30 | 23:15 | 430.00
YVR | DCA | Spirit Airlines | 1 (DFW) | 15:15 | 22:50 | 400.00
YVR | DCA | Frontier Airlines | 1 (DEN) | 16:00 | 23:35 | 450.00


Here are the 16 flight plans:

DCA | VIE | Austrian Airlines | 1 (LHR) | 08:00 | 18:35 | 850.00
DCA | VIE | Lufthansa | 1 (FRA) | 10:30 | 20:50 | 920.00
DCA | VIE | United Airlines | 1 (EWR) | 12:45 | 22:10 | 780.00
DCA | VIE | Turkish Airlines | 1 (IST) | 14:15 | 23:40 | 950.00
DCA | VIE | American Airlines | 2 (PHL, CDG) | 07:00 | 19:25 | 1100.00
DCA | VIE | Delta Air Lines | 1 (AMS) | 09:45 | 20:05 | 1000.00
DCA | VIE | Swiss International | 1 (ZRH) | 11:50 | 21:20 | 1050.00
DCA | VIE | KLM Royal Dutch | 1 (AMS) | 13:30 | 22:55 | 980.00
VIE | DCA | Austrian Airlines | 1 (LHR) | 09:00 | 17:35 | 850.00
VIE | DCA | Lufthansa | 1 (FRA) | 11:30 | 20:50 | 920.00
VIE | DCA | United Airlines | 1 (EWR) | 13:45 | 22:10 | 780.00
VIE | DCA | Turkish Airlines | 1 (IST) | 15:15 | 23:40 | 950.00
VIE | DCA | American Airlines | 2 (CDG, PHL) | 08:00 | 19:25 | 1100.00
VIE | DCA | Delta Air Lines | 1 (AMS) | 10:45 | 20:05 | 1000.00
VIE | DCA | Swiss International | 1 (ZRH) | 12:50 | 21:20 | 1050.00
VIE | DCA | KLM Royal Dutch | 1 (AMS) | 14:30 | 22:55 | 980.00


Here are the 16 flight plans:

DCA | ZRH | Swiss | 1 (FRA) | 08:00 | 18:30 | 850.00
DCA | ZRH | Lufthansa | 2 (FRA, MUC) | 10:30 | 20:45 | 1200.00
DCA | ZRH | United | 0 | 12:00 | 21:15 | 900.00
DCA | ZRH | Austrian | 1 (VIE) | 14:00 | 22:30 | 1000.00
DCA | ZRH | American | 2 (PHL, CDG) | 16:00 | 01:15 | 1300.00
DCA | ZRH | Delta | 1 (AMS) | 18:00 | 02:30 | 1100.00
DCA | ZRH | Turkish | 2 (IST, MXP) | 20:00 | 04:45 | 1400.00
DCA | ZRH | British Airways | 1 (LHR) | 22:00 | 06:15 | 1250.00

ZRH | DCA | Swiss | 1 (FRA) | 09:00 | 13:30 | 850.00
ZRH | DCA | Lufthansa | 2 (MUC, FRA) | 11:30 | 16:45 | 1200.00
ZRH | DCA | United | 0 | 13:00 | 17:15 | 900.00
ZRH | DCA | Austrian | 1 (VIE) | 15:00 | 19:30 | 1000.00
ZRH | DCA | American | 2 (CDG, PHL) | 17:00 | 22:15 | 1300.00
ZRH | DCA | Delta | 1 (AMS) | 19:00 | 23:30 | 1100.00
ZRH | DCA | Turkish | 2 (MXP, IST) | 21:00 | 02:45 | 1400.00
ZRH | DCA | British Airways | 1 (LHR) | 23:00 | 04:15 | 1250.00
