

ORD | IAH | United | 0 | 08:00 | 11:15 | 250.00
LIM | MDW | UA | 2 (PTY, IAH) | 09:15 | 21:50 | 950.00
LIM | MDW | DL | 0 | 10:30 | 19:15 | 720.00
LIM | MDW | AV | 1 (SAL) | 11:45 | 20:10 | 800.00
LIM | MDW | WN | 2 (MEX, HOU) | 12:00 | 22:25 | 900.00
LIM | MDW | F9 | 1 (FLL) | 13:15 | 21:00 | 750.00
LIM | MDW | NK | 2 (UIO, FLL) | 14:30 | 23:50 | 1000.00
LIM | MDW | B6 | 1 (JFK) | 15:45 | 22:20 | 850.00


Here are the 16 flight plans:

MDW | LHR | American Airlines | 0 | 08:00 | 18:30 | 850.00
MDW | LHR | British Airways | 1 (ORD) | 10:00 | 20:30 | 950.00
MDW | LHR | United Airlines | 0 | 12:00 | 22:30 | 900.00
MDW | LHR | Lufthansa | 1 (FRA) | 14:00 | 01:30 | 1050.00
MDW | LHR | Delta Air Lines | 0 | 16:00 | 02:30 | 980.00
MDW | LHR | Air Canada | 1 (YYZ) | 18:00 | 04:30 | 1020.00
MDW | LHR | Swiss International | 1 (ZRH) | 20:00 | 06:30 | 1100.00
MDW | LHR | Iberia | 1 (MAD) | 22:00 | 08:30 | 1080.00
LHR | MDW | American Airlines | 0 | 09:00 | 11:30 | 800.00
LHR | MDW | British Airways | 1 (MAN) | 11:00 | 14:30 | 920.00
LHR | MDW | United Airlines | 0 | 13:00 | 16:30 | 870.00
LHR | MDW | Lufthansa | 1 (FRA) | 15:00 | 19:30 | 1000.00
LHR | MDW | Delta Air Lines | 0 | 17:00 | 21:30 | 940.00
LHR | MDW | Air Canada | 1 (YYZ) | 19:00 | 23:30 | 1040.00
LHR | MDW | Swiss International | 1 (ZRH) | 21:00 | 02:30 | 1120.00
LHR | MDW | Iberia | 1 (MAD) | 23:00 | 04:30 | 1100.00


Here are the 16 flight plans:

MDW | MAD | AA | 1 (PHL) | 08:00 | 17:35 | 850.00
MDW | MAD | IB | 0 | 10:30 | 19:50 | 950.00
MDW | MAD | UA | 1 (EWR) | 12:15 | 21:40 | 780.00
MDW | MAD | LH | 1 (FRA) | 14:00 | 23:20 | 920.00
MDW | MAD | BA | 1 (LHR) | 16:00 | 01:25 | 980.00
MDW | MAD | DL | 1 (CDG) | 18:30 | 04:00 | 840.00
MDW | MAD | AF | 1 (CDG) | 20:45 | 06:15 | 900.00
MDW | MAD | KL | 1 (AMS) | 22:50 | 08:25 | 860.00
MAD | MDW | AA | 1 (JFK) | 09:00 | 14:35 | 820.00
MAD | MDW | IB | 0 | 11:30 | 17:50 | 920.00
MAD | MDW | UA | 1 (ORD) | 13:45 | 20:10 | 850.00
MAD | MDW | LH | 1 (MUC) | 15:30 | 22:00 | 940.00
MAD | MDW | BA | 1 (LHR) | 17:45 | 00:15 | 980.00
MAD | MDW | DL | 1 (ATL) | 20:00 | 02:35 | 880.00
MAD | MDW | AF | 1 (CDG) | 22:15 | 04:45 | 900.00
MAD | MDW | KL | 1 (AMS) | 00:30 | 07:00 | 860.00


Here are the 16 flight plans:

MDW | MEX | Aeromexico | 1 (DFW) | 08:00 | 11:35 | 450.00
MDW | MEX | American Airlines | 1 (ORD) | 09:30 | 13:05 | 520.00
MDW | MEX | VivaAerobus | 0 | 11:15 | 14:40 | 380.00
MDW | MEX | Delta Air Lines | 1 (ATL) | 12:45 | 16:10 | 600.00
MDW | MEX | Interjet | 0 | 14:00 | 17:25 | 420.00
MDW | MEX | United Airlines | 1 (IAH) | 15:30 | 19:00 | 550.00
MDW | MEX | Frontier Airlines | 1 (DEN) | 17:15 | 20:40 | 480.00
MDW | MEX | Spirit Airlines | 1 (LAS) | 19:00 | 22:30 | 400.00

MEX | MDW | Aeromexico | 1 (GDL) | 06:00 | 09:25 | 430.00
MEX | MDW | American Airlines | 1 (DFW) | 08:30 | 11:55 | 500.00
MEX | MDW | VivaAerobus | 0 | 10:45 | 14:10 | 350.00
MEX | MDW | Delta Air Lines | 1 (SFO) | 12:15 | 15:40 | 580.00
MEX | MDW | Interjet | 0 | 13:50 | 17:15 | 390.00
MEX | MDW | United Airlines | 1 (LAX) | 15:20 | 18:45 | 520.00
MEX | MDW | Frontier Airlines | 1 (PHX) | 17:00 | 20:25 | 460.00
MEX | MDW | Spirit Airlines | 1 (FLL) | 19:30 | 22:55 | 410.00


Here are the 16 flight plans:

MDW | MBJ | American Airlines | 1 (MIA) | 08:00 | 14:30 | 542.00
MDW | MBJ | Delta Air Lines | Non-stop | 10:30 | 16:15 | 612.00
MDW | MBJ | United Airlines | 1 (EWR) | 12:45 | 19:10 | 582.00
MDW | MBJ | Spirit Airlines | 1 (FLL) | 14:15 | 20:45 | 452.00
MDW | MBJ | JetBlue Airways | Non-stop | 16:00 | 21:30 | 632.00
MDW | MBJ | Frontier Airlines | 1 (ATL) | 17:30 | 23:50 | 512.00
MDW | MBJ | Southwest Airlines | 1 (TPA) | 19:00 | 01:20 | 592.00
MDW | MBJ | Alaska Airlines | 1 (ORD) | 20:45 | 02:55 | 672.00

MBJ | MDW | American Airlines | 1 (CLT) | 08:30 | 13:15 | 522.00
MBJ | MDW | Delta Air Lines | Non-stop | 10:00 | 14:45 | 642.00
MBJ | MDW | United Airlines | 1 (IAH) | 11:45 | 16:30 | 602.00
MBJ | MDW | Spirit Airlines | 1 (LAS) | 13:15 | 18:50 | 482.00
MBJ | MDW | JetBlue Airways | Non-stop | 14:30 | 19:15 | 662.00
MBJ | MDW | Frontier Airlines | 1 (DEN) | 15:45 | 21:10 | 552.00
MBJ | MDW | Southwest Airlines | 1 (BNA) | 17:00 | 22:35 | 622.00
MBJ | MDW | Alaska Airlines | 1 (SFO) | 18:30 | 00:50 | 692.00


Here are the 16 flight plans:

MDW | YUL | American Airlines | Non-stop | 06:00 | 09:15 | 220.00
MDW | YUL | Delta Air Lines | 1 stop (YYZ) | 07:30 | 11:45 | 280.00
MDW | YUL | United Airlines | Non-stop | 08:15 | 11:30 | 240.00
MDW | YUL | Air Canada | 1 stop (ORD) | 09:00 | 13:15 | 300.00
MDW | YUL | WestJet | Non-stop | 10:45 | 14:00 | 260.00
MDW | YUL | Porter Airlines | 1 stop (DTW) | 12:00 | 16:15 | 320.00
MDW | YUL | Sun Country Airlines | Non-stop | 13:30 | 16:45 | 230.00
MDW | YUL | Frontier Airlines | 1 stop (MKE) | 15:00 | 19:15 | 290.00
YUL | MDW | American Airlines | Non-stop | 06:30 | 08:45 | 210.00
YUL | MDW | Delta Air Lines | 1 stop (EWR) | 07:00 | 11:15 | 270.00
YUL | MDW | United Airlines | Non-stop | 08:45 | 11:00 | 250.00
YUL | MDW | Air Canada | 1 stop (BOS) | 09:30 | 13:45 | 310.00
YUL | MDW | WestJet | Non-stop | 11:15 | 13:30 | 240.00
YUL | MDW | Porter Airlines | 1 stop (PIT) | 12:30 | 16:45 | 330.00
YUL | MDW | Sun Country Airlines | Non-stop | 14:00 | 16:15 | 220.00
YUL | MDW | Frontier Airlines | 1 stop (CLE) | 15:30 | 19:45 | 280.00


Here are the 16 flight plans:

MDW | BOM | American Airlines | 1 (LHR) | 08:00 | 19:30 | 850.00
MDW | BOM | United Airlines | 2 (EWR, FRA) | 10:30 | 22:15 | 1100.00
MDW | BOM | Lufthansa | 1 (FRA) | 12:00 | 23:45 | 900.00
MDW | BOM | Delta Air Lines | 1 (CDG) | 14:30 | 02:15 | 1000.00
MDW | BOM | Emirates | 1 (DXB) | 16:00 | 04:30 | 1200.00
MDW | BOM | Turkish Airlines | 1 (IST) | 18:00 | 06:15 | 1050.00
MDW | BOM | Air India | 0 | 20:00 | 08:30 | 950.00
MDW | BOM | Singapore Airlines | 1 (SIN) | 22:00 | 10:45 | 1150.00

BOM | MDW | Air India | 0 | 01:30 | 14:00 | 900.00
BOM | MDW | Emirates | 1 (DXB) | 03:00 | 16:30 | 1100.00
BOM | MDW | Lufthansa | 1 (FRA) | 05:00 | 18:15 | 1000.00
BOM | MDW | Turkish Airlines | 1 (IST) | 07:00 | 20:45 | 1050.00
BOM | MDW | United Airlines | 2 (FRA, EWR) | 09:00 | 22:30 | 1200.00
BOM | MDW | Delta Air Lines | 1 (CDG) | 11:00 | 00:15 | 1150.00
BOM | MDW | American Airlines | 1 (LHR) | 13:00 | 02:30 | 950.00
BOM | MDW | Singapore Airlines | 1 (SIN) | 15:00 | 04:45 | 1100.00


Here are the 16 flight plans:

MDW | OSL | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
MDW | OSL | UA | 2 (EWR, FRA) | 10:30 | 20:45 | 1050.00
MDW | OSL | DL | 1 (AMS) | 12:15 | 22:20 | 920.00
MDW | OSL | LH | 2 (ORD, MUC) | 14:00 | 00:15 | 1200.00
MDW | OSL | BA | 1 (LHR) | 16:45 | 02:50 | 1000.00
MDW | OSL | SK | 2 (ORD, CPH) | 18:30 | 04:40 | 1100.00
MDW | OSL | AF | 1 (CDG) | 20:15 | 06:20 | 980.00
MDW | OSL | KL | 2 (AMS, CPH) | 22:00 | 08:10 | 1150.00
OSL | MDW | AA | 1 (LHR) | 09:00 | 11:30 | 900.00
OSL | MDW | UA | 2 (FRA, EWR) | 11:30 | 14:45 | 1080.00
OSL | MDW | DL | 1 (AMS) | 13:15 | 16:20 | 950.00
OSL | MDW | LH | 2 (MUC, ORD) | 15:00 | 18:15 | 1250.00
OSL | MDW | BA | 1 (LHR) | 17:45 | 20:50 | 1050.00
OSL | MDW | SK | 2 (CPH, ORD) | 19:30 | 22:40 | 1120.00
OSL | MDW | AF | 1 (CDG) | 21:15 | 00:20 | 1020.00
OSL | MDW | KL | 2 (CPH, AMS) | 23:00 | 02:10 | 1180.00


Here are the 16 flight plans:

MDW | PTY | AA | 1 (MIA) | 08:00 | 14:35 | 542.00
MDW | PTY | UA | 1 (IAH) | 09:15 | 15:50 | 580.00
MDW | PTY | DL | 1 (ATL) | 10:30 | 17:05 | 620.00
MDW | PTY | WN | 1 (FLL) | 11:45 | 18:20 | 550.00
MDW | PTY | AV | 1 (SAL) | 13:00 | 19:35 | 590.00
MDW | PTY | CM | 1 (PTY) | 14:15 | 20:50 | 560.00
MDW | PTY | B6 | 1 (FLL) | 15:30 | 22:05 | 610.00
MDW | PTY | NK | 1 (FLL) | 16:45 | 23:20 | 520.00
PTY | MDW | AA | 1 (MIA) | 08:00 | 14:35 | 542.00
PTY | MDW | UA | 1 (IAH) | 09:15 | 15:50 | 580.00
PTY | MDW | DL | 1 (ATL) | 10:30 | 17:05 | 620.00
PTY | MDW | WN | 1 (FLL) | 11:45 | 18:20 | 550.00
PTY | MDW | AV | 1 (SAL) | 13:00 | 19:35 | 590.00
PTY | MDW | CM | 1 (PTY) | 14:15 | 20:50 | 560.00
PTY | MDW | B6 | 1 (FLL) | 15:30 | 22:05 | 610.00
PTY | MDW | NK | 1 (FLL) | 16:45 | 23:20 | 520.00


Here are the 16 flight plans:

MDW | CDG | American Airlines | 1 (PHL) | 08:00 | 18:30 | 850.00
MDW | CDG | Lufthansa | 1 (FRA) | 10:30 | 21:00 | 950.00
MDW | CDG | United Airlines | 0 | 12:00 | 20:30 | 700.00
MDW | CDG | Delta Air Lines | 1 (AMS) | 14:00 | 22:30 | 800.00
MDW | CDG | Air France | 0 | 16:00 | 23:30 | 750.00
MDW | CDG | British Airways | 1 (LHR) | 18:00 | 01:30 | 900.00
MDW | CDG | Iberia | 1 (MAD) | 20:00 | 03:30 | 850.00
MDW | CDG | Swiss International | 1 (ZRH) | 22:00 | 05:30 | 950.00

CDG | MDW | American Airlines | 1 (PHL) | 08:00 | 12:30 | 800.00
CDG | MDW | Lufthansa | 1 (FRA) | 10:30 | 15:00 | 900.00
CDG | MDW | United Airlines | 0 | 12:00 | 16:30 | 650.00
CDG | MDW | Delta Air Lines | 1 (AMS) | 14:00 | 18:30 | 750.00
CDG | MDW | Air France | 0 | 16:00 | 20:30 | 700.00
CDG | MDW | British Airways | 1 (LHR) | 18:00 | 22:30 | 850.00
CDG | MDW | Iberia | 1 (MAD) | 20:00 | 00:30 | 800.00
CDG | MDW | Swiss International | 1 (ZRH) | 22:00 | 02:30 | 900.00


Here are the 16 flight plans:

MDW | HKT | AA | 1 (NRT) | 08:00 | 20:30 | 850.00
MDW | HKT | UA | 2 (SFO, HKG) | 10:30 | 23:15 | 1050.00
MDW | HKT | JL | 1 (NRT) | 12:00 | 01:30 | 900.00
MDW | HKT | CX | 1 (HKG) | 14:00 | 03:15 | 1000.00
MDW | HKT | SQ | 2 (LAX, SIN) | 16:00 | 06:30 | 1200.00
MDW | HKT | BR | 1 (TPE) | 18:00 | 08:30 | 950.00
MDW | HKT | KE | 2 (LAX, ICN) | 20:00 | 10:15 | 1100.00
MDW | HKT | OZ | 1 (ICN) | 22:00 | 12:30 | 1050.00
HKT | MDW | AA | 1 (NRT) | 09:00 | 21:30 | 800.00
HKT | MDW | UA | 2 (HKG, SFO) | 11:30 | 00:15 | 1000.00
HKT | MDW | JL | 1 (NRT) | 13:30 | 02:30 | 850.00
HKT | MDW | CX | 1 (HKG) | 15:30 | 04:15 | 950.00
HKT | MDW | SQ | 2 (SIN, LAX) | 17:30 | 07:30 | 1150.00
HKT | MDW | BR | 1 (TPE) | 19:30 | 09:30 | 900.00
HKT | MDW | KE | 2 (ICN, LAX) | 21:30 | 11:15 | 1050.00
HKT | MDW | OZ | 1 (ICN) | 23:30 | 13:30 | 1000.00


Here are the 16 flight plans:

MDW | PRG | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
MDW | PRG | Lufthansa | 1 (FRA) | 09:30 | 20:00 | 950.00
MDW | PRG | United Airlines | Non-stop | 11:00 | 21:30 | 900.00
MDW | PRG | Delta Air Lines | 1 (AMS) | 12:30 | 23:00 | 1000.00
MDW | PRG | Swiss International | 1 (ZRH) | 13:30 | 23:30 | 1050.00
MDW | PRG | KLM Royal Dutch | 1 (AMS) | 14:30 | 00:30 | 1100.00
MDW | PRG | Austrian Airlines | 1 (VIE) | 15:30 | 01:00 | 1150.00
MDW | PRG | British Airways | 1 (LHR) | 16:30 | 02:00 | 1200.00
PRG | MDW | Czech Airlines | Non-stop | 08:00 | 10:30 | 800.00
PRG | MDW | Air Canada | 1 (YYZ) | 09:30 | 12:00 | 900.00
PRG | MDW | Turkish Airlines | 1 (IST) | 11:00 | 13:30 | 950.00
PRG | MDW | LOT Polish Airlines | 1 (WAW) | 12:30 | 15:00 | 1000.00
PRG | MDW | Finnair | 1 (HEL) | 13:30 | 16:00 | 1050.00
PRG | MDW | Iberia | 1 (MAD) | 14:30 | 17:00 | 1100.00
PRG | MDW | TAP Air Portugal | 1 (LIS) | 15:30 | 18:00 | 1150.00
PRG | MDW | SAS Scandinavian | 1 (CPH) | 16:30 | 19:00 | 1200.00


Here are the 16 flight plans:

MDW | KEF | Icelandair | 1 (BOS) | 08:00 | 18:30 | 850.00
MDW | KEF | American Airlines | 2 (ORD, PHL) | 10:00 | 21:45 | 950.00
MDW | KEF | WOW Air | 0 | 12:00 | 20:30 | 650.00
MDW | KEF | United Airlines | 1 (EWR) | 14:00 | 22:15 | 800.00
MDW | KEF | Delta Air Lines | 2 (ATL, JFK) | 16:00 | 00:30 | 1000.00
MDW | KEF | Lufthansa | 1 (FRA) | 18:00 | 09:30 | 1100.00
MDW | KEF | British Airways | 1 (LHR) | 20:00 | 10:15 | 1050.00
MDW | KEF | Air Canada | 2 (YYZ, LHR) | 22:00 | 12:45 | 1200.00

KEF | MDW | Icelandair | 1 (BOS) | 08:00 | 14:30 | 900.00
KEF | MDW | WOW Air | 0 | 10:00 | 16:30 | 700.00
KEF | MDW | United Airlines | 1 (EWR) | 12:00 | 18:15 | 850.00
KEF | MDW | American Airlines | 2 (PHL, ORD) | 14:00 | 20:45 | 1000.00
KEF | MDW | Delta Air Lines | 1 (JFK) | 16:00 | 22:30 | 950.00
KEF | MDW | Lufthansa | 2 (FRA, ORD) | 18:00 | 01:15 | 1150.00
KEF | MDW | British Airways | 1 (LHR) | 20:00 | 09:15 | 1050.00
KEF | MDW | Air Canada | 2 (LHR, YYZ) | 22:00 | 12:45 | 1250.00


Here are the 16 flight plans:

MDW | GIG | AA | 1 (DFW) | 08:00 | 18:30 | 850.00
MDW | GIG | UA | 2 (EWR, GRU) | 10:30 | 21:45 | 1050.00
MDW | GIG | DL | 1 (ATL) | 13:15 | 23:20 | 920.00
MDW | GIG | AV | 2 (MIA, BOG) | 14:45 | 02:10 | 1100.00
MDW | GIG | LA | 1 (SCL) | 16:00 | 01:30 | 980.00
MDW | GIG | TP | 2 (LIS, REC) | 17:30 | 04:15 | 1250.00
MDW | GIG | AM | 1 (MEX) | 19:15 | 05:00 | 1000.00
MDW | GIG | CM | 2 (PTY, LIM) | 20:45 | 06:30 | 1200.00
GIG | MDW | AA | 1 (DFW) | 09:00 | 19:30 | 820.00
GIG | MDW | UA | 2 (GRU, EWR) | 11:30 | 22:45 | 1020.00
GIG | MDW | DL | 1 (ATL) | 14:15 | 00:20 | 900.00
GIG | MDW | AV | 2 (BOG, MIA) | 15:45 | 03:10 | 1080.00
GIG | MDW | LA | 1 (SCL) | 17:00 | 02:30 | 950.00
GIG | MDW | TP | 2 (REC, LIS) | 18:30 | 05:15 | 1220.00
GIG | MDW | AM | 1 (MEX) | 20:15 | 06:00 | 990.00
GIG | MDW | CM | 2 (LIM, PTY) | 21:45 | 07:30 | 1180.00


Here are the 16 flight plans:

MDW | FCO | American Airlines | 1 (PHL) | 08:00 | 18:30 | 850.00
MDW | FCO | Lufthansa | 1 (FRA) | 10:30 | 20:50 | 950.00
MDW | FCO | United Airlines | 1 (EWR) | 12:00 | 22:20 | 800.00
MDW | FCO | Delta Air Lines | 1 (AMS) | 14:30 | 00:50 | 900.00
MDW | FCO | Alitalia | 0 | 16:00 | 08:30 | 1200.00
MDW | FCO | Turkish Airlines | 1 (IST) | 18:30 | 10:50 | 1100.00
MDW | FCO | Swiss International | 1 (ZRH) | 20:00 | 12:20 | 1000.00
MDW | FCO | Austrian Airlines | 1 (VIE) | 21:30 | 13:50 | 1050.00

FCO | MDW | Alitalia | 0 | 09:00 | 13:30 | 1300.00
FCO | MDW | American Airlines | 1 (PHL) | 11:30 | 16:00 | 900.00
FCO | MDW | Lufthansa | 1 (FRA) | 13:00 | 17:30 | 1000.00
FCO | MDW | United Airlines | 1 (EWR) | 15:00 | 19:30 | 850.00
FCO | MDW | Delta Air Lines | 1 (AMS) | 17:00 | 21:30 | 950.00
FCO | MDW | Turkish Airlines | 1 (IST) | 19:00 | 23:30 | 1100.00
FCO | MDW | Swiss International | 1 (ZRH) | 21:00 | 01:30 | 1050.00
FCO | MDW | Austrian Airlines | 1 (VIE) | 22:30 | 03:00 | 1000.00


Here are the 16 flight plans:

MDW | SCL | American Airlines | 1 (DFW) | 08:00 | 22:30 | 850.00
MDW | SCL | LATAM | 1 (LIM) | 10:30 | 00:15 | 920.00
MDW | SCL | United Airlines | 2 (IAH, GRU) | 14:00 | 04:00 | 1100.00
MDW | SCL | Avianca | 1 (BOG) | 16:00 | 02:30 | 950.00
MDW | SCL | Delta Air Lines | 1 (ATL) | 18:00 | 04:00 | 1000.00
MDW | SCL | Copa Airlines | 1 (PTY) | 20:00 | 06:00 | 1050.00
MDW | SCL | Aeromexico | 1 (MEX) | 22:00 | 08:00 | 980.00
MDW | SCL | Spirit Airlines | 2 (FLL, LIM) | 06:00 | 20:00 | 900.00

SCL | MDW | LATAM | 1 (LIM) | 09:00 | 21:30 | 900.00
SCL | MDW | American Airlines | 1 (DFW) | 11:30 | 00:15 | 950.00
SCL | MDW | United Airlines | 2 (GRU, IAH) | 15:00 | 05:00 | 1150.00
SCL | MDW | Avianca | 1 (BOG) | 17:00 | 03:30 | 980.00
SCL | MDW | Delta Air Lines | 1 (ATL) | 19:00 | 05:00 | 1040.00
SCL | MDW | Copa Airlines | 1 (PTY) | 21:00 | 07:00 | 1090.00
SCL | MDW | Aeromexico | 1 (MEX) | 23:00 | 09:00 | 1020.00
SCL | MDW | Spirit Airlines | 2 (LIM, FLL) | 07:00 | 21:00 | 940.00


Here are the 16 flight plans:

MDW | ICN | American Airlines | 1 (NRT) | 08:00 | 19:30 | 850.00
MDW | ICN | Delta Air Lines | 2 (LAX, HKG) | 10:30 | 22:15 | 1100.00
MDW | ICN | United Airlines | 1 (SFO) | 12:45 | 23:50 | 900.00
MDW | ICN | Korean Air | Non-stop | 14:00 | 16:30 | 1200.00
MDW | ICN | Japan Airlines | 1 (ORD) | 16:15 | 02:45 | 1000.00
MDW | ICN | Asiana Airlines | 1 (LAX) | 18:30 | 05:15 | 1050.00
MDW | ICN | China Eastern | 2 (PEK, PVG) | 20:45 | 07:00 | 1250.00
MDW | ICN | Air China | 1 (PEK) | 22:50 | 08:20 | 1150.00

ICN | MDW | Korean Air | Non-stop | 09:00 | 07:30 | 1300.00
ICN | MDW | Asiana Airlines | 1 (NRT) | 11:15 | 10:45 | 1200.00
ICN | MDW | Japan Airlines | 1 (HND) | 13:30 | 12:50 | 1100.00
ICN | MDW | China Eastern | 2 (PVG, LAX) | 15:45 | 15:20 | 1400.00
ICN | MDW | Air China | 1 (PEK) | 18:00 | 17:30 | 1250.00
ICN | MDW | United Airlines | 1 (SFO) | 20:15 | 19:45 | 1050.00
ICN | MDW | Delta Air Lines | 2 (HKG, LAX) | 22:30 | 22:00 | 1350.00
ICN | MDW | American Airlines | 1 (NRT) | 00:45 | 23:15 | 1000.00


Here are the 16 flight plans:

MDW | PVG | AA | 1 (NRT) | 08:00 | 19:30 | 850.00
MDW | PVG | UA | 2 (SFO, HKG) | 10:00 | 21:15 | 950.00
MDW | PVG | DL | 1 (LAX) | 12:00 | 23:45 | 1050.00
MDW | PVG | CA | 0 | 14:00 | 17:00 | 1200.00
MDW | PVG | JL | 1 (NRT) | 16:00 | 02:30 | 1100.00
MDW | PVG | CX | 1 (HKG) | 18:00 | 04:15 | 1000.00
MDW | PVG | KE | 2 (ATL, ICN) | 20:00 | 06:45 | 1150.00
MDW | PVG | HU | 1 (PEK) | 22:00 | 08:30 | 1250.00

PVG | MDW | AA | 1 (NRT) | 09:00 | 20:30 | 900.00
PVG | MDW | UA | 2 (HKG, SFO) | 11:00 | 22:15 | 1050.00
PVG | MDW | DL | 1 (LAX) | 13:00 | 00:45 | 1100.00
PVG | MDW | CA | 0 | 15:00 | 18:00 | 1300.00
PVG | MDW | JL | 1 (NRT) | 17:00 | 03:30 | 1200.00
PVG | MDW | CX | 1 (HKG) | 19:00 | 05:15 | 1150.00
PVG | MDW | KE | 2 (ICN, ATL) | 21:00 | 07:45 | 1250.00
PVG | MDW | HU | 1 (PEK) | 23:00 | 09:30 | 1350.00


Here are the 16 flight plans:

MDW | SIN | AA | 1 (NRT) | 08:00 | 20:30 | 850.00
MDW | SIN | UA | 2 (LAX, HKG) | 10:00 | 22:00 | 950.00
MDW | SIN | SQ | 0 | 12:00 | 18:00 | 1200.00
MDW | SIN | CX | 1 (HKG) | 14:00 | 20:00 | 1000.00
MDW | SIN | JL | 2 (LAX, NRT) | 16:00 | 23:00 | 1100.00
MDW | SIN | MH | 1 (KUL) | 18:00 | 21:00 | 900.00
MDW | SIN | TG | 2 (LAX, BKK) | 20:00 | 01:00 | 1050.00
MDW | SIN | QR | 1 (DOH) | 22:00 | 02:00 | 1250.00

SIN | MDW | AA | 1 (NRT) | 08:00 | 20:30 | 850.00
SIN | MDW | UA | 2 (HKG, LAX) | 10:00 | 22:00 | 950.00
SIN | MDW | SQ | 0 | 12:00 | 18:00 | 1200.00
SIN | MDW | CX | 1 (HKG) | 14:00 | 20:00 | 1000.00
SIN | MDW | JL | 2 (NRT, LAX) | 16:00 | 23:00 | 1100.00
SIN | MDW | MH | 1 (KUL) | 18:00 | 21:00 | 900.00
SIN | MDW | TG | 2 (BKK, LAX) | 20:00 | 01:00 | 1050.00
SIN | MDW | QR | 1 (DOH) | 22:00 | 02:00 | 1250.00


Here are the 16 flight plans:

MDW | SPU | AA | 0 | 06:00 | 12:30 | 450.00
MDW | SPU | UA | 1 (FRA) | 08:30 | 18:00 | 520.00
MDW | SPU | DL | 0 | 10:00 | 16:30 | 480.00
MDW | SPU | WN | 1 (ORD) | 12:00 | 20:00 | 550.00
MDW | SPU | AS | 0 | 14:00 | 20:30 | 500.00
MDW | SPU | B6 | 1 (JFK) | 16:00 | 22:30 | 580.00
MDW | SPU | F9 | 0 | 18:00 | 00:30 | 530.00
MDW | SPU | NK | 1 (DFW) | 20:00 | 02:30 | 610.00
SPU | MDW | AA | 0 | 06:30 | 12:00 | 420.00
SPU | MDW | UA | 1 (LHR) | 08:00 | 17:30 | 490.00
SPU | MDW | DL | 0 | 10:30 | 16:00 | 450.00
SPU | MDW | WN | 1 (STL) | 12:30 | 20:30 | 520.00
SPU | MDW | AS | 0 | 14:30 | 20:00 | 470.00
SPU | MDW | B6 | 1 (EWR) | 16:30 | 22:00 | 540.00
SPU | MDW | F9 | 0 | 18:30 | 00:00 | 500.00
SPU | MDW | NK | 1 (MIA) | 20:30 | 02:00 | 570.00


Here are the 16 flight plans:

MDW | ARN | American Airlines | 1 (LHR) | 08:00 | 18:30 | 850.00
MDW | ARN | Lufthansa | 2 (FRA, CPH) | 10:30 | 20:45 | 1100.00
MDW | ARN | United Airlines | 0 | 13:45 | 05:15 | 1200.00
MDW | ARN | Delta Air Lines | 1 (AMS) | 15:00 | 07:30 | 1000.00
MDW | ARN | Turkish Airlines | 2 (IST, OSL) | 17:15 | 11:00 | 950.00
MDW | ARN | SAS | 0 | 19:00 | 10:30 | 1300.00
MDW | ARN | British Airways | 1 (LHR) | 20:45 | 12:15 | 1050.00
MDW | ARN | KLM | 2 (AMS, OSL) | 22:00 | 14:30 | 900.00
ARN | MDW | American Airlines | 1 (LHR) | 08:30 | 12:00 | 800.00
ARN | MDW | Lufthansa | 2 (FRA, CPH) | 10:00 | 16:15 | 1000.00
ARN | MDW | United Airlines | 0 | 12:15 | 18:30 | 1100.00
ARN | MDW | Delta Air Lines | 1 (AMS) | 14:30 | 20:45 | 900.00
ARN | MDW | Turkish Airlines | 2 (IST, OSL) | 16:45 | 10:15 | 850.00
ARN | MDW | SAS | 0 | 18:30 | 12:00 | 1200.00
ARN | MDW | British Airways | 1 (LHR) | 20:15 | 14:45 | 950.00
ARN | MDW | KLM | 2 (AMS, OSL) | 22:30 | 17:00 | 1050.00


Here are the 16 flight plans:

MDW | SYD | Qantas | 1 (LAX) | 08:00 | 06:00 | 1450.00
MDW | SYD | American Airlines | 2 (DFW, NRT) | 10:30 | 09:30 | 1800.00
MDW | SYD | United | 1 (SFO) | 14:00 | 12:00 | 1200.00
MDW | SYD | Delta | 2 (ATL, HKG) | 16:00 | 15:00 | 2000.00
MDW | SYD | Virgin Australia | 1 (MEL) | 18:00 | 16:00 | 1600.00
MDW | SYD | Air New Zealand | 2 (AKL, BNE) | 20:00 | 19:00 | 1900.00
MDW | SYD | Japan Airlines | 1 (NRT) | 22:00 | 20:00 | 1500.00
MDW | SYD | Emirates | 2 (DXB, PER) | 00:00 | 23:00 | 2100.00
SYD | MDW | Qantas | 1 (LAX) | 08:00 | 06:00 | 1400.00
SYD | MDW | American Airlines | 2 (NRT, DFW) | 10:30 | 09:30 | 1750.00
SYD | MDW | United | 1 (SFO) | 14:00 | 12:00 | 1150.00
SYD | MDW | Delta | 2 (HKG, ATL) | 16:00 | 15:00 | 1950.00
SYD | MDW | Virgin Australia | 1 (MEL) | 18:00 | 16:00 | 1550.00
SYD | MDW | Air New Zealand | 2 (BNE, AKL) | 20:00 | 19:00 | 1850.00
