

Here are the 16 flight plans:

JFK | LAX | American Airlines | Non-stop | 08:00 | 11:30 | 425.00
Here are the 16 flight plans:

EWR | HAN | VN | 1 (NRT) | 08:30 | 22:45 | 850.00
EWR | HAN | JL | 1 (HKG) | 11:15 | 01:30 | 950.00
EWR | HAN | UA | 2 (SFO, NRT) | 14:00 | 06:15 | 1200.00
EWR | HAN | CX | 1 (HKG) | 16:45 | 08:00 | 1100.00
EWR | HAN | SQ | 1 (SIN) | 19:00 | 10:30 | 1000.00
EWR | HAN | TG | 1 (BKK) | 21:30 | 13:15 | 1050.00
EWR | HAN | PR | 2 (MNL, HKG) | 06:00 | 22:45 | 1300.00
EWR | HAN | OZ | 1 (ICN) | 09:45 | 00:30 | 1150.00

HAN | EWR | VN | 1 (NRT) | 08:00 | 20:15 | 900.00
HAN | EWR | JL | 1 (HKG) | 11:30 | 23:45 | 1000.00
HAN | EWR | UA | 2 (NRT, SFO) | 14:30 | 06:00 | 1250.00
HAN | EWR | CX | 1 (HKG) | 17:15 | 08:30 | 1050.00
HAN | EWR | SQ | 1 (SIN) | 20:00 | 11:45 | 950.00
HAN | EWR | TG | 1 (BKK) | 22:45 | 14:30 | 1020.00
HAN | EWR | PR | 2 (HKG, MNL) | 07:00 | 23:15 | 1350.00
HAN | EWR | OZ | 1 (ICN) | 10:30 | 01:15 | 1100.00


Here are the 16 flight plans:

EWR | HKG | UA | 1 (NRT) | 08:30 | 20:35 | 850.00
EWR | HKG | CX | 0 | 10:00 | 22:05 | 950.00
EWR | HKG | AA | 1 (LAX) | 12:15 | 00:20 | 720.00
EWR | HKG | JL | 1 (NRT) | 14:00 | 02:05 | 800.00
EWR | HKG | BR | 1 (TPE) | 16:30 | 04:35 | 780.00
EWR | HKG | SQ | 1 (SIN) | 18:45 | 06:50 | 900.00
EWR | HKG | KE | 1 (ICN) | 20:00 | 08:05 | 820.00
EWR | HKG | HX | 1 (TPE) | 22:15 | 10:20 | 750.00

HKG | EWR | CX | 0 | 09:00 | 21:05 | 980.00
HKG | EWR | UA | 1 (NRT) | 11:30 | 23:35 | 880.00
HKG | EWR | AA | 1 (LAX) | 13:45 | 01:50 | 790.00
HKG | EWR | JL | 1 (NRT) | 15:00 | 03:05 | 850.00
HKG | EWR | BR | 1 (TPE) | 17:15 | 05:20 | 830.00
HKG | EWR | SQ | 1 (SIN) | 19:30 | 07:35 | 930.00
HKG | EWR | KE | 1 (ICN) | 21:45 | 09:50 | 860.00
HKG | EWR | HX | 1 (TPE) | 23:59 | 11:04 | 810.00


Here are the 16 flight plans:

EWR | IST | UA | 1 (LHR) | 08:00 | 18:30 | 850.00
EWR | IST | TK | 0 | 10:00 | 19:00 | 950.00
EWR | IST | LH | 1 (FRA) | 12:00 | 22:00 | 1050.00
EWR | IST | AA | 1 (PHL) | 14:00 | 23:30 | 900.00
EWR | IST | BA | 1 (LHR) | 16:00 | 01:30 | 1000.00
EWR | IST | DL | 1 (CDG) | 18:00 | 03:00 | 1100.00
EWR | IST | OS | 1 (VIE) | 20:00 | 04:30 | 1020.00
EWR | IST | SU | 1 (SVO) | 22:00 | 06:00 | 980.00
IST | EWR | TK | 0 | 09:00 | 13:00 | 920.00
IST | EWR | UA | 1 (LHR) | 11:00 | 15:30 | 870.00
IST | EWR | LH | 1 (FRA) | 13:00 | 18:00 | 1040.00
IST | EWR | AA | 1 (PHL) | 15:00 | 20:30 | 930.00
IST | EWR | BA | 1 (LHR) | 17:00 | 22:30 | 1010.00
IST | EWR | DL | 1 (CDG) | 19:00 | 01:00 | 1120.00
IST | EWR | OS | 1 (VIE) | 21:00 | 03:30 | 1030.00
IST | EWR | SU | 1 (SVO) | 23:00 | 05:00 | 990.00


Here are the 16 flight plans:

EWR | TLV | EL AL | 0 | 08:00 | 18:30 | 850.00
EWR | TLV | United | 1 (LHR) | 10:30 | 21:15 | 950.00
EWR | TLV | Delta | 0 | 14:00 | 00:30 | 800.00
EWR | TLV | Lufthansa | 1 (FRA) | 16:00 | 02:45 | 1050.00
EWR | TLV | American | 0 | 18:00 | 04:30 | 900.00
EWR | TLV | Swiss | 1 (ZRH) | 20:00 | 06:15 | 1000.00
EWR | TLV | Austrian | 1 (VIE) | 22:00 | 08:30 | 1100.00
EWR | TLV | Turkish | 1 (IST) | 00:30 | 10:45 | 1200.00
TLV | EWR | EL AL | 0 | 09:00 | 15:30 | 850.00
TLV | EWR | United | 1 (LHR) | 11:30 | 17:15 | 950.00
TLV | EWR | Delta | 0 | 15:00 | 21:30 | 800.00
TLV | EWR | Lufthansa | 1 (FRA) | 17:00 | 23:45 | 1050.00
TLV | EWR | American | 0 | 19:00 | 01:30 | 900.00
TLV | EWR | Swiss | 1 (ZRH) | 21:00 | 03:15 | 1000.00
TLV | EWR | Austrian | 1 (VIE) | 23:00 | 05:30 | 1100.00
TLV | EWR | Turkish | 1 (IST) | 01:30 | 07:45 | 1200.00


Here are the 16 flight plans:

EWR | LIM | AA | 1 (MIA) | 08:00 | 18:30 | 542.00
EWR | LIM | LATAM | 0 | 10:00 | 20:30 | 620.00
EWR | LIM | AV | 1 (BOG) | 12:00 | 22:30 | 580.00
EWR | LIM | UA | 1 (IAH) | 14:00 | 00:30 | 550.00
EWR | LIM | DL | 0 | 16:00 | 02:30 | 650.00
EWR | LIM | CM | 1 (PTY) | 18:00 | 04:30 | 610.00
EWR | LIM | B6 | 1 (FLL) | 20:00 | 06:30 | 590.00
EWR | LIM | WN | 1 (HOU) | 22:00 | 08:30 | 570.00

LIM | EWR | LATAM | 0 | 08:00 | 18:30 | 620.00
LIM | EWR | AA | 1 (MIA) | 10:00 | 20:30 | 542.00
LIM | EWR | AV | 1 (BOG) | 12:00 | 22:30 | 580.00
LIM | EWR | UA | 1 (IAH) | 14:00 | 00:30 | 550.00
LIM | EWR | DL | 0 | 16:00 | 02:30 | 650.00
LIM | EWR | CM | 1 (PTY) | 18:00 | 04:30 | 610.00
LIM | EWR | B6 | 1 (FLL) | 20:00 | 06:30 | 590.00
LIM | EWR | WN | 1 (HOU) | 22:00 | 08:30 | 570.00


Here are the 16 flight plans:

EWR | LHR | American Airlines | 0 | 08:00 | 18:30 | 850.00
EWR | LHR | British Airways | 1 (PHL) | 10:30 | 20:45 | 950.00
EWR | LHR | United Airlines | 0 | 12:15 | 22:40 | 780.00
EWR | LHR | Lufthansa | 1 (FRA) | 14:00 | 01:20 | 1020.00
EWR | LHR | Delta Air Lines | 0 | 16:00 | 02:20 | 900.00
EWR | LHR | Virgin Atlantic | 0 | 18:30 | 04:50 | 1100.00
EWR | LHR | Iberia | 1 (MAD) | 20:45 | 07:00 | 920.00
EWR | LHR | Swiss International | 1 (ZRH) | 22:15 | 08:30 | 1050.00

LHR | EWR | American Airlines | 0 | 09:00 | 11:30 | 800.00
LHR | EWR | British Airways | 0 | 11:30 | 14:00 | 950.00
LHR | EWR | United Airlines | 1 (DUB) | 13:45 | 16:15 | 870.00
LHR | EWR | Lufthansa | 1 (FRA) | 15:15 | 18:40 | 1000.00
LHR | EWR | Delta Air Lines | 0 | 17:00 | 20:30 | 850.00
LHR | EWR | Virgin Atlantic | 0 | 19:30 | 22:50 | 1050.00
LHR | EWR | Iberia | 1 (MAD) | 21:45 | 01:10 | 890.00
LHR | EWR | Swiss International | 1 (ZRH) | 23:15 | 02:40 | 980.00


Here are the 16 flight plans:

EWR | MAD | AA | 1 (BCN) | 08:00 | 18:30 | 548.50
EWR | MAD | IB | 0 | 10:30 | 18:50 | 628.00
EWR | MAD | UA | 1 (LHR) | 12:00 | 20:20 | 598.75
EWR | MAD | LX | 1 (ZRH) | 14:00 | 22:10 | 678.00
EWR | MAD | TAP | 1 (LIS) | 16:00 | 23:30 | 648.50
EWR | MAD | DL | 1 (CDG) | 18:00 | 01:20 | 718.00
EWR | MAD | AV | 1 (BOG) | 20:00 | 02:40 | 688.50
EWR | MAD | LATAM | 1 (GRU) | 22:00 | 04:00 | 748.00
MAD | EWR | AA | 1 (PHL) | 08:30 | 14:50 | 568.50
MAD | EWR | IB | 0 | 10:00 | 16:20 | 648.00
MAD | EWR | UA | 1 (FRA) | 11:30 | 17:40 | 618.75
MAD | EWR | LX | 1 (GVA) | 13:00 | 19:10 | 698.00
MAD | EWR | TAP | 1 (OPO) | 14:30 | 20:40 | 668.50
MAD | EWR | DL | 1 (AMS) | 16:00 | 22:20 | 738.00
MAD | EWR | AV | 1 (MIA) | 17:30 | 23:50 | 708.50
MAD | EWR | LATAM | 1 (LIM) | 19:00 | 01:10 | 768.00


Here are the 16 flight plans:

EWR | MEX | American Airlines | 1 (DFW) | 08:00 | 12:30 | 542.00
EWR | MEX | United Airlines | 0 | 10:00 | 14:30 | 630.00
EWR | MEX | Delta Air Lines | 1 (ATL) | 12:00 | 16:30 | 570.00
EWR | MEX | Aeromexico | 0 | 14:00 | 18:30 | 550.00
EWR | MEX | JetBlue Airways | 1 (FLL) | 16:00 | 20:30 | 520.00
EWR | MEX | Spirit Airlines | 1 (TPA) | 18:00 | 22:30 | 480.00
EWR | MEX | Frontier Airlines | 1 (DEN) | 20:00 | 00:30 | 510.00
EWR | MEX | Alaska Airlines | 1 (SFO) | 22:00 | 02:30 | 540.00
MEX | EWR | American Airlines | 1 (CLT) | 08:00 | 14:30 | 580.00
MEX | EWR | United Airlines | 0 | 10:00 | 16:30 | 660.00
MEX | EWR | Delta Air Lines | 1 (LAX) | 12:00 | 18:30 | 600.00
MEX | EWR | Aeromexico | 0 | 14:00 | 20:30 | 620.00
MEX | EWR | JetBlue Airways | 1 (BOS) | 16:00 | 22:30 | 590.00
MEX | EWR | Spirit Airlines | 1 (ORD) | 18:00 | 00:30 | 560.00
MEX | EWR | Frontier Airlines | 1 (IAH) | 20:00 | 02:30 | 530.00
MEX | EWR | Alaska Airlines | 1 (PDX) | 22:00 | 04:30 | 610.00


Here are the 16 flight plans:

EWR | MBJ | American Airlines | Non-stop | 08:00 | 11:30 | 450.00
EWR | MBJ | Delta Air Lines | 1 stop (ATL) | 09:15 | 13:45 | 520.00
EWR | MBJ | JetBlue Airways | Non-stop | 10:30 | 14:00 | 480.00
EWR | MBJ | United Airlines | 1 stop (IAD) | 11:45 | 16:15 | 550.00
EWR | MBJ | Spirit Airlines | 1 stop (FLL) | 12:50 | 17:20 | 420.00
EWR | MBJ | Frontier Airlines | 1 stop (MCO) | 14:05 | 18:35 | 400.00
EWR | MBJ | Alaska Airlines | Non-stop | 15:20 | 18:50 | 500.00
EWR | MBJ | Southwest Airlines | 1 stop (BWI) | 16:35 | 20:05 | 460.00
MBJ | EWR | American Airlines | Non-stop | 08:30 | 12:00 | 430.00
MBJ | EWR | Delta Air Lines | 1 stop (ATL) | 09:45 | 14:15 | 490.00
MBJ | EWR | JetBlue Airways | Non-stop | 11:00 | 14:30 | 450.00
MBJ | EWR | United Airlines | 1 stop (IAD) | 12:15 | 16:45 | 510.00
MBJ | EWR | Spirit Airlines | 1 stop (FLL) | 13:30 | 17:55 | 390.00
MBJ | EWR | Frontier Airlines | 1 stop (MCO) | 14:45 | 19:10 | 410.00
MBJ | EWR | Alaska Airlines | Non-stop | 16:00 | 19:30 | 470.00
MBJ | EWR | Southwest Airlines | 1 stop (BWI) | 17:15 | 20:40 | 440.00


EWR | YUL | AC | 1 (YYZ) | 06:00 | 08:15 | 245.00
EWR | YUL | UA | 0 | 07:30 | 09:45 | 275.00
EWR | YUL | DL | 1 (LGA) | 08:45 | 11:00 | 320.00
EWR | YUL | AA | 1 (BOS) | 09:15 | 11:30 | 290.00
EWR | YUL | WS | 0 | 10:00 | 12:15 | 260.00
EWR | YUL | B6 | 1 (JFK) | 11:30 | 13:45 | 300.00
EWR | YUL | AS | 1 (ORD) | 12:45 | 15:00 | 330.00
EWR | YUL | F9 | 0 | 14:00 | 16:15 | 240.00
YUL | EWR | AC | 0 | 06:30 | 08:45 | 270.00
YUL | EWR | UA | 1 (IAD) | 07:45 | 10:00 | 310.00
YUL | EWR | DL | 0 | 09:00 | 11:15 | 280.00
YUL | EWR | AA | 1 (PHL) | 10:15 | 12:30 | 300.00
YUL | EWR | WS | 1 (YYZ) | 11:45 | 14:00 | 340.00
YUL | EWR | B6 | 0 | 12:30 | 14:45 | 250.00
YUL | EWR | AS | 1 (BOS) | 13:45 | 16:00 | 320.00
YUL | EWR | F9 | 1 (MDW) | 15:00 | 17:15 | 290.00


EWR | BOM | American Airlines | 1 (DEL) | 08:00 | 20:35 | 850.00
EWR | BOM | United Airlines | 2 (FRA,DXB) | 10:30 | 23:50 | 1100.00
EWR | BOM | Lufthansa | 1 (FRA) | 13:15 | 02:40 | 1200.00
EWR | BOM | Emirates | 1 (DXB) | 15:45 | 05:10 | 1300.00
EWR | BOM | Qatar Airways | 1 (DOH) | 18:00 | 07:25 | 1400.00
EWR | BOM | Turkish Airlines | 2 (IST,DXB) | 20:15 | 09:40 | 1500.00
EWR | BOM | Air India | 0 | 22:30 | 14:55 | 1600.00
EWR | BOM | Singapore Airlines | 2 (SIN,FRA) | 00:45 | 17:10 | 1700.00
BOM | EWR | American Airlines | 1 (DEL) | 02:00 | 14:35 | 850.00
BOM | EWR | United Airlines | 2 (DXB,FRA) | 04:30 | 17:50 | 1100.00
BOM | EWR | Lufthansa | 1 (FRA) | 07:15 | 20:40 | 1200.00
BOM | EWR | Emirates | 1 (DXB) | 09:45 | 23:10 | 1300.00
BOM | EWR | Qatar Airways | 1 (DOH) | 12:00 | 02:25 | 1400.00
BOM | EWR | Turkish Airlines | 2 (DXB,IST) | 14:15 | 05:40 | 1500.00
BOM | EWR | Air India | 0 | 16:30 | 08:55 | 1600.00
BOM | EWR | Singapore Airlines | 2 (FRA,SIN) | 18:45 | 11:10 | 1700.00


Here are the 16 flight plans:

EWR | OSL | United | 0 | 08:00 | 18:30 | 450.00
EWR | OSL | SAS | 1 (CPH) | 09:15 | 20:05 | 520.00
EWR | OSL | Lufthansa | 1 (FRA) | 10:30 | 21:15 | 550.00
EWR | OSL | Norwegian | 0 | 11:45 | 22:30 | 380.00
EWR | OSL | American | 1 (PHL) | 12:50 | 23:40 | 480.00
EWR | OSL | Delta | 1 (AMS) | 14:05 | 00:55 | 500.00
EWR | OSL | TAP Air Portugal | 1 (LIS) | 15:20 | 02:10 | 430.00
EWR | OSL | British Airways | 1 (LHR) | 16:35 | 03:25 | 510.00
OSL | EWR | United | 0 | 08:00 | 10:30 | 420.00
OSL | EWR | SAS | 1 (CPH) | 09:15 | 12:05 | 490.00
OSL | EWR | Lufthansa | 1 (FRA) | 10:30 | 13:15 | 520.00
OSL | EWR | Norwegian | 0 | 11:45 | 14:30 | 350.00
OSL | EWR | American | 1 (PHL) | 12:50 | 15:40 | 450.00
OSL | EWR | Delta | 1 (AMS) | 14:05 | 16:55 | 470.00
OSL | EWR | TAP Air Portugal | 1 (LIS) | 15:20 | 18:10 | 400.00
OSL | EWR | British Airways | 1 (LHR) | 16:35 | 19:25 | 480.00


Here are the 16 flight plans:

EWR | PTY | AA | 1 (MIA) | 08:00 | 14:30 | 542.00
EWR | PTY | UA | 0 | 10:30 | 16:15 | 620.00
EWR | PTY | DL | 1 (ATL) | 12:00 | 18:45 | 580.00
EWR | PTY | AV | 1 (BOG) | 14:00 | 20:30 | 510.00
EWR | PTY | CM | 0 | 16:00 | 21:45 | 650.00
EWR | PTY | B6 | 1 (FLL) | 18:00 | 23:15 | 520.00
EWR | PTY | WN | 1 (TPA) | 20:00 | 01:30 | 550.00
EWR | PTY | NK | 1 (FLL) | 22:00 | 03:45 | 480.00
PTY | EWR | AA | 1 (MIA) | 08:00 | 14:30 | 542.00
PTY | EWR | UA | 0 | 10:30 | 16:15 | 620.00
PTY | EWR | DL | 1 (ATL) | 12:00 | 18:45 | 580.00
PTY | EWR | AV | 1 (BOG) | 14:00 | 20:30 | 510.00
PTY | EWR | CM | 0 | 16:00 | 21:45 | 650.00
PTY | EWR | B6 | 1 (FLL) | 18:00 | 23:15 | 520.00
PTY | EWR | WN | 1 (TPA) | 20:00 | 01:30 | 550.00
PTY | EWR | NK | 1 (FLL) | 22:00 | 03:45 | 480.00


Here are the 16 flight plans:

EWR | CDG | Air France | 0 | 08:00 | 17:45 | 850.00
EWR | CDG | Lufthansa | 1 (FRA) | 10:30 | 19:15 | 1020.00
EWR | CDG | Delta | 0 | 12:45 | 22:20 | 950.00
EWR | CDG | KLM | 1 (AMS) | 14:00 | 23:40 | 1050.00
EWR | CDG | United | 0 | 16:15 | 00:50 | 1000.00
EWR | CDG | American Airlines | 1 (PHL) | 18:30 | 02:10 | 1100.00
EWR | CDG | Swiss | 1 (ZRH) | 20:45 | 04:25 | 1150.00
EWR | CDG | Iberia | 1 (MAD) | 22:50 | 06:30 | 1200.00

CDG | EWR | Air France | 0 | 09:00 | 11:45 | 800.00
CDG | EWR | Lufthansa | 1 (FRA) | 11:30 | 14:15 | 900.00
CDG | EWR | Delta | 0 | 13:45 | 16:20 | 850.00
CDG | EWR | KLM | 1 (AMS) | 15:00 | 17:40 | 950.00
CDG | EWR | United | 0 | 17:15 | 19:50 | 900.00
CDG | EWR | American Airlines | 1 (PHL) | 19:30 | 22:10 | 1000.00
CDG | EWR | Swiss | 1 (ZRH) | 21:45 | 00:25 | 1050.00
CDG | EWR | Iberia | 1 (MAD) | 23:50 | 02:30 | 1100.00


Here are the 16 flight plans:

EWR | HKT | UA | 1 (NRT) | 08:00 | 22:35 | 850.00
EWR | HKT | JL | 2 (NRT, BKK) | 10:30 | 23:50 | 950.00
EWR | HKT | TG | 1 (BKK) | 12:15 | 01:20 | 700.00
EWR | HKT | QR | 1 (DOH) | 14:00 | 02:25 | 900.00
EWR | HKT | CX | 1 (HKG) | 16:00 | 03:35 | 800.00
EWR | HKT | SQ | 1 (SIN) | 18:30 | 05:00 | 1000.00
EWR | HKT | EK | 1 (DXB) | 20:45 | 06:10 | 1100.00
EWR | HKT | MH | 2 (KUL, BKK) | 22:15 | 07:30 | 1050.00
HKT | EWR | UA | 1 (NRT) | 08:00 | 20:35 | 850.00
HKT | EWR | JL | 2 (BKK, NRT) | 10:30 | 22:50 | 950.00
HKT | EWR | TG | 1 (BKK) | 12:15 | 00:20 | 700.00
HKT | EWR | QR | 1 (DOH) | 14:00 | 01:25 | 900.00
HKT | EWR | CX | 1 (HKG) | 16:00 | 02:35 | 800.00
HKT | EWR | SQ | 1 (SIN) | 18:30 | 04:00 | 1000.00
HKT | EWR | EK | 1 (DXB) | 20:45 | 05:10 | 1100.00
HKT | EWR | MH | 2 (BKK, KUL) | 22:15 | 06:30 | 1050.00


Here are the 16 flight plans:

EWR | PRG | United | Non-stop | 08:00 | 18:30 | 550.00
EWR | PRG | Lufthansa | 1 (FRA) | 10:30 | 20:15 | 620.00
EWR | PRG | Swiss | Non-stop | 12:00 | 22:00 | 700.00
EWR | PRG | American | 1 (PHL) | 13:45 | 23:30 | 580.00
EWR | PRG | Delta | Non-stop | 15:15 | 01:05 | 650.00
EWR | PRG | Austrian | 1 (VIE) | 16:30 | 02:20 | 680.00
EWR | PRG | British Airways | 1 (LHR) | 18:00 | 04:00 | 720.00
EWR | PRG | KLM | 1 (AMS) | 20:00 | 06:00 | 740.00
PRG | EWR | Czech Airlines | Non-stop | 08:30 | 12:30 | 480.00
PRG | EWR | United | 1 (FRA) | 10:00 | 16:00 | 520.00
PRG | EWR | Lufthansa | Non-stop | 11:45 | 17:45 | 600.00
PRG | EWR | Swiss | 1 (ZRH) | 13:15 | 21:15 | 630.00
PRG | EWR | American | Non-stop | 14:30 | 22:30 | 660.00
PRG | EWR | Delta | 1 (CDG) | 15:50 | 23:50 | 690.00
PRG | EWR | Austrian | Non-stop | 17:15 | 01:15 | 710.00
PRG | EWR | British Airways | 1 (LHR) | 19:00 | 03:00 | 730.00


Here are the 16 flight plans:

EWR | KEF | Icelandair | 1 (BOS) | 08:00 | 18:30 | 450.00
EWR | KEF | WOW Air | 1 (BWI) | 10:30 | 21:00 | 380.00
EWR | KEF | United | 0 | 13:00 | 22:30 | 520.00
EWR | KEF | Lufthansa | 2 (FRA, OSLO) | 14:30 | 01:00 | 620.00
EWR | KEF | Delta | 1 (JFK) | 16:00 | 23:30 | 550.00
EWR | KEF | American Airlines | 1 (PHL) | 18:30 | 02:00 | 580.00
EWR | KEF | Air Canada | 2 (YYZ, YUL) | 20:00 | 04:30 | 650.00
EWR | KEF | British Airways | 1 (LHR) | 21:30 | 06:00 | 600.00

KEF | EWR | Icelandair | 1 (BOS) | 08:30 | 16:00 | 420.00
KEF | EWR | WOW Air | 1 (BWI) | 11:00 | 19:30 | 350.00
KEF | EWR | United | 0 | 13:30 | 21:00 | 490.00
KEF | EWR | Lufthansa | 2 (FRA, OSLO) | 15:00 | 23:30 | 590.00
KEF | EWR | Delta | 1 (JFK) | 16:30 | 00:00 | 510.00
KEF | EWR | American Airlines | 1 (PHL) | 18:00 | 02:30 | 540.00
KEF | EWR | Air Canada | 2 (YYZ, YUL) | 19:30 | 05:00 | 610.00
KEF | EWR | British Airways | 1 (LHR) | 21:00 | 06:30 | 560.00


Here are the 16 flight plans:

EWR | GIG | American Airlines | 1 (MIA) | 08:00 | 18:30 | 850.00
EWR | GIG | Delta Air Lines | 0 | 10:30 | 20:00 | 950.00
EWR | GIG | United Airlines | 1 (IAH) | 12:15 | 22:45 | 780.00
EWR | GIG | LATAM | 0 | 14:00 | 23:30 | 820.00
EWR | GIG | Avianca | 1 (BOG) | 16:45 | 02:15 | 900.00
EWR | GIG | Azul | 0 | 18:30 | 04:00 | 740.00
EWR | GIG | Copa Airlines | 1 (PTY) | 20:00 | 05:30 | 860.00
EWR | GIG | TAP Air Portugal | 1 (LIS) | 21:30 | 06:00 | 940.00
GIG | EWR | American Airlines | 1 (MIA) | 09:00 | 19:30 | 870.00
GIG | EWR | Delta Air Lines | 0 | 11:30 | 21:00 | 990.00
GIG | EWR | United Airlines | 1 (IAH) | 13:15 | 23:45 | 810.00
GIG | EWR | LATAM | 0 | 15:00 | 00:30 | 850.00
GIG | EWR | Avianca | 1 (BOG) | 17:45 | 03:15 | 920.00
GIG | EWR | Azul | 0 | 19:30 | 05:00 | 760.00
GIG | EWR | Copa Airlines | 1 (PTY) | 21:00 | 06:30 | 880.00
GIG | EWR | TAP Air Portugal | 1 (LIS) | 22:30 | 07:00 | 960.00


Here are the 16 flight plans:

EWR | FCO | United | 0 | 08:00 | 18:30 | 850.00
EWR | FCO | Lufthansa | 1 (FRA) | 10:30 | 20:15 | 950.00
EWR | FCO | American | 0 | 12:00 | 22:30 | 800.00
EWR | FCO | Delta | 1 (CDG) | 14:00 | 00:15 | 1050.00
EWR | FCO | Swiss | 1 (ZRH) | 16:00 | 02:30 | 1000.00
EWR | FCO | Alitalia | 0 | 18:00 | 06:30 | 900.00
EWR | FCO | KLM | 1 (AMS) | 20:00 | 08:15 | 1100.00
EWR | FCO | British Airways | 1 (LHR) | 22:00 | 10:30 | 1200.00
FCO | EWR | United | 0 | 09:00 | 13:30 | 800.00
FCO | EWR | Lufthansa | 1 (FRA) | 11:30 | 16:15 | 900.00
FCO | EWR | American | 0 | 14:00 | 18:30 | 850.00
FCO | EWR | Delta | 1 (CDG) | 16:30 | 22:15 | 1050.00
FCO | EWR | Swiss | 1 (ZRH) | 19:00 | 01:30 | 1000.00
FCO | EWR | Alitalia | 0 | 21:00 | 05:30 | 900.00
FCO | EWR | KLM | 1 (AMS) | 23:00 | 07:15 | 1100.00
FCO | EWR | British Airways | 1 (LHR) | 01:00 | 09:30 | 1200.00


Here are the 16 flight plans:

EWR | SCL | LATAM | 1 (MIA) | 08:00 | 22:30 | 950.00
EWR | SCL | American | 2 (MIA, LIM) | 09:30 | 23:59 | 1050.00
EWR | SCL | Delta | Non-stop | 11:00 | 21:30 | 1200.00
EWR | SCL | Avianca | 1 (BOG) | 12:30 | 23:15 | 1100.00
EWR | SCL | United | 1 (IAH) | 13:00 | 22:45 | 1000.00
EWR | SCL | Copa | 2 (PTY, LIM) | 14:30 | 00:15 | 1150.00
EWR | SCL | LATAM | 1 (GRU) | 15:30 | 23:50 | 1020.00
EWR | SCL | Aeromexico | 2 (MEX, LIM) | 16:30 | 00:30 | 1080.00
SCL | EWR | LATAM | 1 (MIA) | 09:00 | 21:30 | 980.00
SCL | EWR | American | 2 (LIM, MIA) | 10:30 | 22:59 | 1090.00
SCL | EWR | Delta | Non-stop | 12:00 | 20:30 | 1250.00
SCL | EWR | Avianca | 1 (BOG) | 13:30 | 22:15 | 1140.00
SCL | EWR | United | 1 (IAH) | 14:00 | 21:45 | 1040.00
SCL | EWR | Copa | 2 (LIM, PTY) | 15:30 | 23:15 | 1190.00
SCL | EWR | LATAM | 1 (GRU) | 16:30 | 22:50 | 1060.00
SCL | EWR | Aeromexico | 2 (LIM, MEX) | 17:30 | 23:30 | 1110.00
SCL | EWR | LATAM | Non-stop | 18:00 | 21:00 | 1300.00


Here are the 16 flight plans:

EWR | ICN | KE | 1 (NRT) | 08:30 | 21:45 | 850.00
EWR | ICN | UA | 1 (HKG) | 10:15 | 23:59 | 920.00
EWR | ICN | JL | 1 (NRT) | 12:00 | 01:30 | 950.00
EWR | ICN | AA | 1 (DFW) | 14:30 | 04:15 | 780.00
EWR | ICN | OZ | 1 (ICN) | 16:00 | 06:30 | 900.00
EWR | ICN | KE | 2 (LAX, NRT) | 18:00 | 12:15 | 1050.00
EWR | ICN | UA | 1 (SFO) | 20:00 | 14:45 | 870.00
EWR | ICN | JL | 1 (HND) | 22:00 | 17:30 | 980.00
ICN | EWR | KE | 1 (NRT) | 09:00 | 20:15 | 820.00
ICN | EWR | UA | 1 (HKG) | 11:30 | 22:59 | 890.00
ICN | EWR | JL | 1 (NRT) | 13:30 | 02:45 | 920.00
ICN | EWR | AA | 1 (DFW) | 15:30 | 05:15 | 750.00
ICN | EWR | OZ | 1 (ICN) | 17:30 | 09:30 | 880.00
ICN | EWR | KE | 2 (LAX, NRT) | 19:30 | 13:15 | 1020.00
ICN | EWR | UA | 1 (SFO) | 21:30 | 15:45 | 850.00
ICN | EWR | JL | 1 (HND) | 23:30 | 18:30 | 960.00


Here are the 16 flight plans:

EWR | PVG | UA | 1 (NRT) | 13:00 | 16:30 | 850.00
EWR | PVG | CA | 0 | 14:30 | 17:00 | 1200.00
EWR | PVG | JL | 1 (HND) | 08:00 | 11:30 | 900.00
EWR | PVG | MU | 0 | 10:00 | 13:30 | 1100.00
EWR | PVG | CX | 1 (HKG) | 09:00 | 12:30 | 1000.00
EWR | PVG | AA | 1 (DFW) | 11:00 | 14:30 | 950.00
EWR | PVG | DL | 1 (ATL) | 12:00 | 15:30 | 1050.00
EWR | PVG | KE | 1 (ICN) | 15:00 | 18:30 | 1020.00
PVG | EWR | UA | 1 (SFO) | 09:00 | 08:00 | 880.00
PVG | EWR | CA | 0 | 11:00 | 10:00 | 1250.00
PVG | EWR | JL | 1 (NRT) | 13:00 | 12:00 | 920.00
PVG | EWR | MU | 0 | 14:00 | 13:00 | 1150.00
PVG | EWR | CX | 1 (HKG) | 15:00 | 14:00 | 980.00
PVG | EWR | AA | 1 (LAX) | 16:00 | 15:00 | 960.00
PVG | EWR | DL | 1 (ATL) | 17:00 | 16:00 | 1080.00
PVG | EWR | KE | 1 (ICN) | 18:00 | 17:00 | 1000.00


Here are the 16 flight plans:

EWR | SIN | UA | 1 (NRT) | 08:00 | 21:30 | 850.00
EWR | SIN | SQ | 0 | 10:00 | 06:00 | 1200.00
EWR | SIN | JL | 1 (HND) | 14:00 | 10:30 | 1100.00
EWR | SIN | CX | 1 (HKG) | 16:00 | 12:30 | 1000.00
